"0.30094313621520996",
"-0.0016939640045166016",
"-0.002471923828125",
"0.0049130916595458984",
"0.03850507736206055",
"0.0021250247955322266",
"0.018484830856323242",
"-0.0010039806365966797",
"0.0037658214569091797",
"0.004859209060668945",
"0.016157865524291992",
"-0.0005788803100585938",
"0.005528926849365234",
"0.0031120777130126953",
"0.006247043609619141",
"0.025990009307861328",
"0.0037810802459716797",
"0.0037221908569335938",
"0.01034092903137207",
"0.027652978897094727",
"0.007325172424316406",
"0.008496999740600586",
"0.01059412956237793",
